"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"3 Series",2019,"Europe","Black","Diesel","Automatic",1.6,82171,77410,5232,"High"
"X1",2016,"North America","Silver","Diesel","Manual",4.8,136639,77425,3952,"High"
"X3",2020,"Africa","Red","Diesel","Automatic",1.8,93285,83373,3379,"High"
"X1",2020,"Europe","Blue","Petrol","Automatic",3.6,102418,76560,3274,"Low"
"M5",2022,"Middle East","Blue","Petrol","Automatic",4.6,52517,101377,240,"Low"
"M3",2024,"North America","Blue","Hybrid","Automatic",1.8,42455,93988,3376,"High"
"7 Series",2013,"Asia","Red","Hybrid","Automatic",3.4,192938,60572,5526,"High"
"7 Series",2017,"South America","Red","Hybrid","Automatic",4.4,145522,78940,4042,"High"
"i8",2019,"Middle East","White","Hybrid","Automatic",5,118068,80576,4267,"High"
"i3",2019,"South America","White","Diesel","Manual",4,62161,86303,4192,"High"
"M5",2016,"North America","White","Petrol","Manual",2.5,163263,63018,4435,"High"
"X3",2022,"Middle East","Silver","Diesel","Manual",3.9,50134,91609,2655,"Low"
"X6",2020,"Africa","White","Diesel","Automatic",4,70559,90839,1902,"Low"
"i8",2022,"Europe","Red","Electric","Manual",3.9,97263,75477,3962,"High"
"5 Series",2023,"Europe","Black","Electric","Manual",4.5,25246,94444,3303,"High"
"i3",2016,"Asia","Black","Diesel","Manual",1.8,152957,63079,5233,"High"
"M5",2012,"South America","Silver","Petrol","Automatic",1.9,214939,53977,5726,"High"
"3 Series",2015,"Africa","Red","Electric","Manual",3.7,130362,73829,2848,"Low"
"X3",2023,"Europe","Silver","Hybrid","Automatic",4.8,50958,98240,1193,"Low"
"3 Series",2012,"Asia","Red","Diesel","Manual",3.1,251268,44685,7848,"High"
"M5",2021,"Asia","White","Electric","Manual",4.9,31043,91828,1672,"Low"
"X5",2013,"Europe","Grey","Hybrid","Manual",4.8,218146,69351,4922,"High"
"X1",2013,"South America","Silver","Petrol","Manual",4.7,145636,69251,5885,"High"
"i8",2024,"Europe","White","Petrol","Automatic",4.7,34074,102920,2433,"Low"
"X1",2024,"Africa","White","Hybrid","Automatic",4.6,41408,102691,2170,"Low"
"M3",2019,"Africa","White","Electric","Manual",4.4,110062,75799,4377,"High"
"X3",2020,"North America","Blue","Hybrid","Automatic",3.9,119309,84680,2612,"Low"
"X1",2012,"Middle East","Silver","Electric","Automatic",1.6,203667,50674,6840,"High"
"5 Series",2015,"North America","Grey","Hybrid","Automatic",2,111404,64829,2476,"Low"
"M3",2014,"Africa","White","Hybrid","Manual",2,199529,52211,6080,"High"
"i3",2016,"South America","White","Electric","Manual",1.6,159562,54893,7487,"High"
"5 Series",2019,"Africa","White","Electric","Automatic",1.9,130442,84501,4197,"High"
"X5",2015,"Asia","White","Diesel","Automatic",4.7,162741,70850,3847,"High"
"X6",2015,"Middle East","Red","Petrol","Automatic",3.8,131619,74268,2969,"Low"
"i8",2022,"Asia","Black","Diesel","Manual",2.6,26989,92353,4262,"High"
"M3",2023,"South America","Blue","Petrol","Automatic",4.3,61045,95187,1111,"Low"
"M5",2023,"Middle East","Grey","Electric","Automatic",3.2,37919,93095,2049,"Low"
"X5",2022,"Africa","Red","Diesel","Automatic",2,47455,85184,4371,"High"
"M3",2018,"Asia","Grey","Electric","Automatic",4.6,137212,81398,4557,"High"
"X6",2021,"South America","Blue","Diesel","Manual",2.7,53990,82486,3689,"High"
"X1",2017,"Africa","Grey","Electric","Automatic",3.9,129194,78867,2507,"Low"
"3 Series",2021,"Middle East","Silver","Electric","Manual",2.5,101801,86125,2738,"Low"
"i3",2021,"South America","Silver","Electric","Manual",3.3,84767,88929,3500,"High"
"M3",2015,"Middle East","Black","Petrol","Automatic",4.4,144604,81483,4375,"High"
"i8",2023,"Asia","White","Electric","Manual",2,29111,92872,4428,"High"
"M3",2022,"Africa","White","Electric","Automatic",4.9,31875,102249,293,"Low"
"i3",2022,"Asia","Red","Electric","Automatic",1.7,35837,80702,2377,"Low"
"5 Series",2021,"Europe","Grey","Hybrid","Automatic",3.4,16140,91880,5252,"High"
"X1",2022,"Africa","Red","Petrol","Automatic",4.7,17719,108212,1333,"Low"
"5 Series",2020,"Asia","Red","Hybrid","Manual",4.8,84006,85289,3305,"High"
"M5",2020,"North America","Grey","Electric","Automatic",2.3,61083,87446,1264,"Low"
"M5",2024,"Europe","Black","Diesel","Manual",2,12299,92146,3371,"High"
"M3",2022,"Africa","Red","Electric","Manual",4,49935,92328,1184,"Low"
"X3",2020,"North America","Black","Hybrid","Automatic",1.6,98690,68897,4728,"High"
"X5",2011,"North America","Red","Petrol","Manual",3.2,234153,49177,6641,"High"
"i3",2023,"Africa","Red","Hybrid","Manual",4.3,22172,104319,357,"Low"
"X5",2022,"South America","Grey","Petrol","Manual",3.5,32704,98927,1143,"Low"
"7 Series",2020,"North America","Red","Electric","Automatic",2.2,104597,92202,2297,"Low"
"X6",2013,"Middle East","Silver","Petrol","Automatic",3.2,196828,62689,5285,"High"
"M3",2013,"South America","Black","Electric","Manual",4.7,181888,71784,3749,"High"
"i3",2019,"Europe","Blue","Hybrid","Automatic",3.7,65155,88054,2141,"Low"
"X5",2011,"South America","Grey","Petrol","Automatic",4,222870,58229,4634,"High"
"X6",2024,"Middle East","Grey","Petrol","Automatic",2.7,4354,104661,770,"Low"
"X1",2013,"Middle East","White","Electric","Manual",2.2,186561,58007,4503,"High"
"X1",2022,"North America","Red","Diesel","Automatic",2.4,59598,87706,5420,"High"
"i8",2023,"Europe","Grey","Electric","Automatic",3.4,42965,91496,3307,"High"
"i8",2017,"Asia","White","Hybrid","Automatic",2.5,158591,63437,5437,"High"
"i3",2012,"Middle East","White","Petrol","Manual",3.4,177629,66249,4562,"High"
"5 Series",2020,"Middle East","Red","Diesel","Automatic",4,103240,90633,3725,"High"
"3 Series",2023,"Africa","Red","Diesel","Automatic",4.1,38642,108192,1079,"Low"
"i8",2021,"Asia","White","Electric","Automatic",2.1,57121,88688,1711,"Low"
"7 Series",2022,"Africa","Black","Diesel","Automatic",4.1,48397,99896,604,"Low"
"X6",2022,"Europe","Black","Diesel","Automatic",3.9,75648,96667,2784,"Low"
"i8",2019,"Africa","White","Electric","Manual",1.5,72778,86258,4818,"High"
"M5",2023,"Europe","Silver","Diesel","Automatic",1.7,40515,87223,2421,"Low"
"3 Series",2021,"South America","White","Hybrid","Manual",3.8,82559,85377,3373,"High"
"X5",2019,"Middle East","White","Diesel","Automatic",2.8,88467,79532,2382,"Low"
"X6",2018,"South America","Silver","Petrol","Manual",2,115181,75002,6065,"High"
"X5",2015,"Asia","Black","Diesel","Manual",1.7,134838,72305,5349,"High"
"i3",2024,"Asia","Black","Electric","Manual",2.1,1000,93828,4813,"High"
"X3",2020,"Europe","Red","Petrol","Manual",4.9,99522,89165,2655,"Low"
"M5",2016,"Europe","Grey","Hybrid","Automatic",4,120008,73712,3826,"High"
"X6",2021,"Europe","Blue","Hybrid","Automatic",3.3,31734,106439,1245,"Low"
"M5",2016,"South America","White","Petrol","Manual",4.8,118354,75833,4189,"High"
"X6",2024,"North America","White","Hybrid","Automatic",3.7,24056,104782,219,"Low"
"X6",2020,"South America","Silver","Electric","Automatic",4,75692,85537,3604,"High"
"7 Series",2021,"North America","Blue","Diesel","Manual",2.5,20982,93454,2659,"Low"
"i3",2016,"North America","Blue","Electric","Manual",3.6,133458,65684,4973,"High"
"i3",2017,"Middle East","Blue","Petrol","Automatic",2,91670,86154,3389,"High"
"i8",2023,"Asia","White","Diesel","Manual",2.9,56348,93831,1940,"Low"
"5 Series",2017,"Asia","Blue","Petrol","Automatic",1.6,105004,72499,5040,"High"
"i3",2024,"North America","Red","Diesel","Manual",2.3,41823,90025,1918,"Low"
"X5",2020,"North America","Red","Hybrid","Automatic",1.8,64180,85397,4725,"High"
"X3",2013,"Asia","Grey","Diesel","Automatic",2.9,203441,54256,5614,"High"
"X1",2021,"Middle East","Grey","Diesel","Manual",4.5,58384,99118,325,"Low"
"X3",2023,"South America","White","Hybrid","Manual",2.8,30698,96473,2360,"Low"
"3 Series",2020,"South America","Black","Electric","Manual",4.4,127354,83841,3575,"High"
"5 Series",2015,"North America","Grey","Hybrid","Manual",3.8,160949,64198,5452,"High"
"X3",2014,"Africa","Black","Petrol","Automatic",3.3,203216,55722,4922,"High"
"X1",2021,"North America","Blue","Petrol","Automatic",2.3,67789,85677,1666,"Low"
"i8",2020,"South America","White","Petrol","Automatic",4.7,47594,112812,856,"Low"
"M3",2012,"Europe","Red","Petrol","Automatic",1.7,197518,54671,5519,"High"
"X6",2018,"Asia","Red","Hybrid","Automatic",3.9,110865,72551,3562,"High"
"5 Series",2024,"North America","Red","Electric","Automatic",3.7,23001,97442,2074,"Low"
"X5",2023,"South America","Red","Electric","Manual",3,40483,91375,2865,"Low"
"5 Series",2016,"Asia","Blue","Petrol","Automatic",2.3,166936,64419,3126,"Low"
"7 Series",2024,"Europe","Grey","Diesel","Manual",3,30448,94909,4172,"High"
"M5",2020,"Europe","Blue","Petrol","Automatic",4.6,56574,96770,2578,"Low"
"7 Series",2020,"North America","Red","Hybrid","Automatic",4.4,100978,95449,2906,"Low"
"M5",2018,"Middle East","White","Electric","Manual",4.8,115798,82035,3776,"High"
"M5",2022,"Africa","Grey","Petrol","Manual",2.6,65937,93290,2982,"Low"
"i3",2015,"Asia","Black","Electric","Automatic",2.9,195235,67836,3428,"High"
"i3",2019,"North America","White","Petrol","Automatic",1.6,95017,74238,2419,"Low"
"5 Series",2016,"South America","White","Petrol","Automatic",4.8,147704,85564,4245,"High"
"i8",2016,"Asia","Black","Diesel","Manual",2.7,181652,70235,2415,"Low"
"X6",2022,"Europe","White","Electric","Manual",2.9,67031,83087,1941,"Low"
"M3",2017,"South America","Red","Petrol","Manual",4.7,132341,75218,3740,"High"
"7 Series",2022,"North America","Black","Diesel","Automatic",3.3,83222,90896,1175,"Low"
"X5",2024,"North America","Silver","Electric","Manual",3.5,21964,97617,3209,"Low"
"7 Series",2021,"North America","Silver","Petrol","Automatic",2.1,74403,92822,2200,"Low"
"X3",2014,"Africa","White","Petrol","Automatic",3.2,162806,64150,5829,"High"
"M3",2023,"Europe","Red","Petrol","Automatic",4.7,41849,99085,1249,"Low"
"5 Series",2011,"South America","White","Petrol","Manual",3.5,212622,53284,4371,"High"
"7 Series",2018,"Europe","Silver","Electric","Manual",2.4,105715,73569,5072,"High"
"X3",2021,"South America","Silver","Hybrid","Manual",1.6,44604,79299,5510,"High"
"X1",2023,"Asia","Red","Diesel","Manual",2.7,28423,90705,3566,"High"
"5 Series",2020,"South America","Black","Petrol","Manual",3.5,86866,80673,2378,"Low"
"X6",2020,"South America","Blue","Electric","Automatic",1.6,60243,80096,2867,"Low"
"i3",2019,"Middle East","Red","Electric","Manual",3.6,107639,78827,2930,"Low"
"X1",2012,"Africa","White","Hybrid","Manual",3.3,209327,52202,6416,"High"
"7 Series",2020,"South America","Black","Petrol","Manual",4.2,76041,87730,2333,"Low"
"i8",2016,"Europe","White","Petrol","Automatic",1.6,173505,61620,2840,"Low"
"5 Series",2019,"Africa","Silver","Hybrid","Manual",4.2,99686,84772,3262,"Low"
"7 Series",2023,"Middle East","Grey","Petrol","Manual",3.3,22575,92603,2478,"Low"
"M5",2018,"Middle East","White","Diesel","Automatic",2.8,146903,73335,4748,"High"
"7 Series",2024,"Middle East","Grey","Electric","Automatic",4.9,40337,101913,2228,"Low"
"M3",2023,"North America","Grey","Diesel","Automatic",2.1,42655,91467,1857,"Low"
"X5",2023,"Africa","Black","Electric","Automatic",3.4,3845,103973,1782,"Low"
"X6",2022,"Africa","Silver","Diesel","Automatic",2.6,96284,82759,3130,"Low"
"X5",2012,"Europe","Grey","Petrol","Manual",3.3,163622,59416,4803,"High"
"M3",2013,"Middle East","Blue","Diesel","Manual",3.4,149822,67209,5003,"High"
"i3",2022,"South America","Grey","Petrol","Manual",1.8,60192,84311,2856,"Low"
"X3",2022,"North America","Black","Diesel","Automatic",3.8,54994,100991,664,"Low"
"3 Series",2021,"Middle East","Silver","Hybrid","Manual",3.7,100438,86891,2799,"Low"
"M3",2016,"South America","Grey","Electric","Automatic",4.2,149053,73620,4318,"High"
"3 Series",2022,"North America","Black","Diesel","Automatic",1.8,48818,87814,2403,"Low"
"M3",2016,"North America","Black","Hybrid","Manual",2.5,155216,59289,6870,"High"
"X1",2019,"Africa","Red","Diesel","Automatic",3.8,101157,93275,1100,"Low"
"7 Series",2022,"Middle East","White","Diesel","Automatic",2,88602,90190,2966,"Low"
"3 Series",2015,"Europe","Grey","Hybrid","Automatic",3.9,132371,78790,4617,"High"
"7 Series",2024,"Africa","Silver","Electric","Automatic",1.7,14433,93602,1624,"Low"
"3 Series",2013,"North America","White","Hybrid","Automatic",2.7,195865,58417,5673,"High"
"X3",2023,"Middle East","White","Diesel","Manual",4.5,43776,99259,1494,"Low"
"5 Series",2014,"Europe","Silver","Petrol","Manual",4.2,190648,65426,5322,"High"
"X3",2024,"North America","Red","Electric","Automatic",3.8,26781,98085,3586,"High"
"X3",2015,"Europe","White","Hybrid","Automatic",4.5,133521,79198,4234,"High"
"i3",2015,"Africa","Grey","Petrol","Automatic",4,146364,85086,2616,"Low"
"3 Series",2021,"North America","White","Hybrid","Automatic",3.3,54284,96720,2495,"Low"
"X6",2019,"Europe","Grey","Diesel","Automatic",4.9,83413,93588,2304,"Low"
"7 Series",2022,"Asia","Grey","Petrol","Automatic",3.9,74616,82122,3365,"High"
"X1",2014,"Africa","Grey","Hybrid","Automatic",3.6,152397,72635,3016,"Low"
"M5",2024,"Africa","Red","Electric","Automatic",2.9,31847,87813,3731,"High"
"i3",2023,"North America","Silver","Hybrid","Automatic",4.7,21327,106894,1379,"Low"
"X6",2022,"North America","White","Electric","Automatic",2.5,50555,91345,3471,"High"
"X3",2017,"Africa","Blue","Hybrid","Manual",1.5,83276,75783,2561,"Low"
"X6",2015,"Asia","Silver","Petrol","Automatic",2.2,152557,73461,3178,"Low"
"M3",2020,"South America","Silver","Hybrid","Automatic",1.9,94578,81068,2935,"Low"
"3 Series",2018,"Africa","Blue","Diesel","Manual",2.6,118328,63965,6007,"High"
"X5",2023,"South America","Blue","Electric","Automatic",4.4,43920,111597,100,"Low"
"7 Series",2020,"Africa","Grey","Diesel","Automatic",3.8,109128,78231,4016,"High"
"i3",2023,"Africa","Black","Diesel","Manual",2.1,43564,89925,3058,"Low"
"X1",2019,"Europe","Grey","Petrol","Automatic",4.3,117511,81203,5419,"High"
"7 Series",2019,"South America","Blue","Electric","Manual",3.3,91684,79432,4949,"High"
"M5",2023,"Asia","White","Petrol","Automatic",3.3,37608,93342,3919,"High"
"X6",2018,"Asia","Black","Electric","Automatic",2.8,145238,77945,3832,"High"
"3 Series",2019,"South America","Silver","Diesel","Manual",4.5,100145,89774,3121,"Low"
"X5",2022,"Europe","Silver","Petrol","Automatic",2.6,64136,88649,3619,"High"
"i3",2022,"North America","Grey","Petrol","Automatic",1.8,47417,87210,3556,"High"
"7 Series",2020,"Middle East","Black","Petrol","Manual",2.6,44483,88958,2942,"Low"
"M3",2023,"Africa","Red","Electric","Automatic",4,17786,99682,3730,"High"
"5 Series",2019,"Asia","Silver","Electric","Automatic",3.8,98296,93841,1218,"Low"
"X1",2019,"Middle East","Grey","Electric","Automatic",2.2,63774,86004,3601,"High"
"5 Series",2022,"North America","Red","Petrol","Manual",1.9,61522,75775,4112,"High"
"3 Series",2024,"South America","Blue","Hybrid","Manual",3.8,37554,98686,1598,"Low"
"X5",2020,"Europe","Silver","Petrol","Manual",3.9,89620,84532,2654,"Low"
"X5",2012,"Middle East","Grey","Hybrid","Automatic",2.8,201154,55154,5140,"High"
"M3",2019,"South America","Black","Petrol","Manual",4.4,91896,83967,2336,"Low"
"3 Series",2019,"South America","Blue","Petrol","Manual",4.9,88500,88765,3199,"Low"
"7 Series",2014,"North America","Red","Diesel","Manual",2.2,173536,54525,6227,"High"
"M5",2018,"Middle East","White","Petrol","Automatic",3.5,131727,78612,3642,"High"
"i3",2024,"South America","Black","Hybrid","Manual",1.5,10907,86266,4333,"High"
"X3",2022,"Africa","White","Electric","Manual",4,57930,97646,2014,"Low"
"M3",2021,"North America","Black","Hybrid","Automatic",2.9,58984,86151,2476,"Low"
"5 Series",2023,"Africa","Blue","Electric","Automatic",2.2,61627,87824,1855,"Low"
"X6",2020,"Europe","Blue","Diesel","Manual",4.1,96118,90951,1126,"Low"
"M5",2021,"South America","Red","Petrol","Manual",4.3,41523,97044,1390,"Low"
"5 Series",2017,"South America","Blue","Electric","Manual",1.9,121452,70751,3877,"High"
"5 Series",2021,"South America","Silver","Petrol","Automatic",1.6,74366,91437,3094,"Low"
"7 Series",2017,"South America","Silver","Hybrid","Automatic",2.7,145991,59584,5800,"High"
"5 Series",2016,"South America","White","Electric","Manual",3.7,132986,68147,4000,"High"
"7 Series",2022,"Asia","Red","Petrol","Manual",4.3,84114,87326,2464,"Low"
"M3",2015,"North America","Blue","Petrol","Manual",3.4,158204,68052,3523,"High"
"M3",2023,"Europe","Grey","Diesel","Automatic",3.5,9049,102317,1632,"Low"
"7 Series",2019,"Asia","Black","Electric","Manual",4.3,100891,79524,2909,"Low"
"7 Series",2010,"Middle East","Red","Electric","Manual",3.4,243760,44608,4269,"High"
"7 Series",2021,"Middle East","Red","Diesel","Manual",3.6,53570,85868,3387,"High"
"X3",2021,"North America","Silver","Petrol","Automatic",3.3,75488,93114,2076,"Low"
"7 Series",2018,"North America","Silver","Diesel","Automatic",4.6,137953,88093,4712,"High"
"5 Series",2016,"Europe","Silver","Diesel","Manual",2.3,119124,78628,2303,"Low"
"X3",2016,"North America","Silver","Hybrid","Automatic",2.4,145196,74685,1605,"Low"
"3 Series",2016,"Africa","White","Hybrid","Automatic",1.9,120147,64902,4126,"High"
"7 Series",2021,"Europe","Blue","Electric","Manual",4.4,53029,101559,1420,"Low"
"i8",2024,"North America","Red","Diesel","Automatic",2.9,1000,101489,768,"Low"
"X3",2018,"Middle East","Silver","Petrol","Automatic",2.7,117452,83773,2598,"Low"
"M3",2023,"Asia","Red","Petrol","Automatic",4.9,70397,93289,1240,"Low"
"5 Series",2024,"North America","Red","Diesel","Automatic",4.7,15697,121597,125,"Low"
"X5",2017,"Middle East","Black","Electric","Manual",4.9,84172,90700,2717,"Low"
"X5",2017,"Asia","Silver","Diesel","Manual",2,156891,63584,4286,"High"
"5 Series",2021,"Middle East","Blue","Diesel","Manual",4.6,64535,93697,1503,"Low"
"7 Series",2022,"North America","Silver","Petrol","Manual",2.7,44480,89451,1818,"Low"
"3 Series",2012,"South America","Blue","Petrol","Automatic",1.5,184898,57480,4876,"High"
"i3",2012,"Europe","Red","Electric","Automatic",2.9,224022,54848,5775,"High"
"i3",2020,"South America","White","Electric","Automatic",3.3,71351,98408,1244,"Low"
"X1",2015,"Middle East","White","Diesel","Manual",1.9,150934,61251,4185,"High"
"X1",2021,"Europe","Silver","Petrol","Automatic",3.4,104029,88492,1912,"Low"
"X1",2024,"North America","Black","Electric","Automatic",4.4,40247,98420,1899,"Low"
"7 Series",2017,"Middle East","Red","Petrol","Automatic",2.8,120983,73927,4645,"High"
"5 Series",2016,"Africa","Grey","Electric","Manual",2.7,95782,82287,3003,"Low"
"3 Series",2018,"Middle East","Red","Petrol","Manual",2.7,80098,80263,4215,"High"
"X5",2017,"Middle East","Grey","Petrol","Manual",4.7,106956,93199,1463,"Low"
"X5",2024,"Africa","Red","Diesel","Automatic",1.7,3248,90778,2462,"Low"
"X6",2020,"South America","Red","Electric","Automatic",3.1,35403,93866,1803,"Low"
"5 Series",2021,"Europe","Grey","Petrol","Manual",2.4,38853,86868,2157,"Low"
"X5",2017,"North America","Red","Electric","Manual",4.6,121769,80458,5172,"High"
"X5",2023,"North America","Black","Hybrid","Manual",1.8,50622,86187,3284,"Low"
"i3",2023,"South America","Red","Hybrid","Manual",2.9,31830,87567,3668,"High"
"X3",2018,"Middle East","White","Diesel","Automatic",2.9,111006,74065,5176,"High"
"7 Series",2016,"Asia","Red","Diesel","Automatic",4.6,135907,85653,2975,"Low"
"X1",2017,"Africa","Black","Hybrid","Manual",2.3,128675,69677,3083,"Low"
"X1",2017,"Middle East","Blue","Petrol","Manual",3.8,109222,72066,3446,"High"
"X3",2024,"North America","Silver","Petrol","Automatic",2,18061,99008,1276,"Low"
"X1",2014,"South America","Silver","Petrol","Automatic",4.8,178968,65451,5367,"High"
"i8",2021,"Europe","Black","Hybrid","Manual",3.6,102407,92980,1298,"Low"
"X5",2024,"Africa","White","Electric","Manual",3.7,40407,93397,3409,"High"
"3 Series",2019,"North America","Silver","Petrol","Manual",3,101116,81891,2393,"Low"
"X3",2019,"Middle East","Red","Hybrid","Manual",2.7,130363,70974,4657,"High"
"i8",2024,"Europe","Black","Electric","Automatic",2.2,67895,85214,3231,"Low"
"X1",2023,"South America","Blue","Electric","Automatic",3.6,36156,101080,2364,"Low"
"M5",2016,"North America","White","Electric","Automatic",4.8,157237,69928,4653,"High"
"i3",2019,"North America","Red","Electric","Automatic",2.8,127712,70334,5344,"High"
"i8",2010,"Asia","Silver","Electric","Automatic",4.6,203466,61106,5954,"High"
"i3",2021,"South America","Blue","Petrol","Automatic",2,55185,87499,1555,"Low"
"3 Series",2020,"Asia","White","Petrol","Manual",4.8,96549,86833,3868,"High"
"M5",2024,"Middle East","Silver","Diesel","Manual",2.7,1000,103590,2702,"Low"
"i8",2021,"Middle East","Red","Electric","Automatic",2.8,52797,87183,4318,"High"
"X1",2017,"South America","Silver","Hybrid","Automatic",3.1,150527,78517,3878,"High"
"X1",2011,"South America","Black","Diesel","Manual",4,197276,63961,5522,"High"
"X3",2014,"Africa","Silver","Hybrid","Manual",4,131506,68630,2728,"Low"
"X6",2019,"Africa","Blue","Petrol","Automatic",3.2,116417,85516,1767,"Low"
"3 Series",2024,"South America","Blue","Electric","Manual",3.3,8113,101934,2426,"Low"
"7 Series",2021,"South America","Grey","Petrol","Automatic",1.6,53485,84104,5278,"High"
"i8",2023,"Europe","White","Diesel","Automatic",2.6,58206,94098,3507,"High"
"7 Series",2024,"South America","Blue","Diesel","Automatic",2.7,21512,99389,2385,"Low"
"X6",2011,"Asia","Grey","Petrol","Automatic",3.5,219817,55956,6103,"High"
"X6",2023,"South America","Black","Hybrid","Manual",3.5,47196,93478,1318,"Low"
"M3",2022,"South America","Silver","Hybrid","Manual",4,29343,99034,1587,"Low"
"X6",2020,"North America","Grey","Diesel","Automatic",4,85845,89841,4270,"High"
"3 Series",2023,"Middle East","Silver","Electric","Manual",2.3,63039,86382,4130,"High"
"i3",2021,"Europe","Red","Petrol","Automatic",4.2,92953,87085,3262,"Low"
"M3",2023,"South America","Blue","Petrol","Manual",1.6,21058,90543,3999,"High"
"X5",2019,"Africa","Blue","Hybrid","Manual",4,102879,80117,3124,"Low"
"M3",2023,"Asia","Red","Electric","Manual",1.9,35413,90497,2774,"Low"
"M5",2022,"Africa","White","Hybrid","Automatic",4.1,45089,105774,2316,"Low"
"i3",2022,"South America","Red","Diesel","Automatic",3.3,81597,92599,1942,"Low"
"i8",2016,"Africa","Blue","Diesel","Manual",3,142767,69917,4490,"High"
"7 Series",2011,"South America","Grey","Petrol","Manual",3.9,232112,51479,5647,"High"
"i8",2014,"North America","Red","Petrol","Automatic",1.6,185242,53199,6445,"High"
"7 Series",2021,"Europe","Red","Electric","Automatic",2.3,88120,80508,4450,"High"
"X1",2022,"South America","Silver","Diesel","Manual",3.7,71101,90468,2405,"Low"
"5 Series",2022,"Europe","Red","Petrol","Manual",4.5,46357,104534,1282,"Low"
"5 Series",2017,"North America","Blue","Electric","Automatic",2.8,127882,73674,5256,"High"
"i8",2024,"Middle East","Black","Petrol","Automatic",2.4,39906,94115,3301,"High"
"5 Series",2021,"Middle East","Silver","Petrol","Manual",3.3,75935,86990,1514,"Low"
"X1",2015,"South America","Blue","Diesel","Automatic",3.7,151779,63173,5039,"High"
"i8",2011,"South America","Black","Diesel","Manual",3,209297,42145,6240,"High"
"X6",2010,"Middle East","Black","Petrol","Automatic",4.6,203904,66054,1961,"Low"
"3 Series",2024,"Europe","Red","Hybrid","Manual",3.3,6618,105944,792,"Low"
"7 Series",2022,"Middle East","White","Hybrid","Manual",1.6,34850,83147,4715,"High"
"M3",2020,"Middle East","Blue","Hybrid","Manual",2.3,53721,81335,3675,"High"
"M3",2015,"Asia","Blue","Electric","Manual",3.1,136527,67145,4076,"High"
"7 Series",2024,"Middle East","Blue","Electric","Manual",3.9,2687,93462,2694,"Low"
"X1",2014,"Middle East","Blue","Petrol","Automatic",2.3,170055,62580,6583,"High"
"7 Series",2023,"Africa","Blue","Petrol","Automatic",4.9,54797,96764,3222,"Low"
"3 Series",2022,"Europe","White","Electric","Automatic",2.6,27790,92810,1368,"Low"
"i8",2015,"North America","Silver","Hybrid","Automatic",3.4,138199,70733,3611,"High"
"X1",2021,"North America","Black","Diesel","Automatic",1.6,52802,85134,3583,"High"
"X1",2019,"Europe","Black","Electric","Manual",4.6,101151,76827,4183,"High"
"X1",2024,"North America","Black","Electric","Automatic",4.3,20069,107985,2091,"Low"
"i8",2014,"Middle East","Grey","Petrol","Manual",2.2,180291,57099,6260,"High"
"X3",2018,"Asia","Silver","Petrol","Manual",4.8,128895,92073,3228,"Low"
"X1",2021,"South America","Red","Diesel","Automatic",2.6,94530,75332,3515,"High"
"3 Series",2023,"Europe","White","Hybrid","Automatic",3.9,15932,106910,286,"Low"
"X1",2024,"Europe","Black","Electric","Manual",4.4,1000,100440,2070,"Low"
"M5",2023,"Europe","White","Petrol","Manual",4.1,24959,104966,1455,"Low"
"i8",2024,"Middle East","White","Petrol","Automatic",4.7,28535,107742,2725,"Low"
"M5",2022,"South America","White","Electric","Manual",4.5,62962,93762,3977,"High"
"3 Series",2014,"Europe","Red","Diesel","Manual",5,148632,69274,3670,"High"
"7 Series",2022,"South America","Black","Diesel","Automatic",2.1,20731,94555,1880,"Low"
"i8",2017,"South America","Blue","Petrol","Automatic",2.6,64659,85841,3870,"High"
"i8",2024,"Asia","Silver","Petrol","Automatic",3.7,30220,110818,100,"Low"
"i8",2023,"North America","Blue","Hybrid","Automatic",4.1,28962,97444,3002,"Low"
"5 Series",2020,"Europe","Black","Diesel","Automatic",3.4,100528,85157,3406,"High"
"M5",2021,"Middle East","Silver","Petrol","Manual",1.8,68005,79950,3935,"High"
"X6",2017,"Europe","Red","Petrol","Automatic",4.4,124550,84181,2255,"Low"
"M3",2024,"North America","Grey","Hybrid","Automatic",4.9,56244,101987,4849,"High"
"i8",2018,"South America","Blue","Electric","Manual",2.9,136265,71107,5192,"High"
"X5",2014,"Asia","Silver","Petrol","Automatic",2.3,203400,59712,6118,"High"
"3 Series",2014,"South America","Red","Hybrid","Automatic",1.6,180925,56996,5251,"High"
"X1",2017,"North America","Silver","Hybrid","Automatic",2.3,124634,80286,4136,"High"
"X6",2021,"Africa","Black","Diesel","Automatic",3.9,80181,92141,3202,"Low"
"X6",2017,"Africa","Black","Hybrid","Manual",4.7,102839,78270,4543,"High"
"X1",2019,"Asia","Silver","Hybrid","Manual",1.8,69692,76614,3802,"High"
"i3",2022,"Europe","Black","Petrol","Manual",3.4,68656,89385,3401,"High"
"7 Series",2024,"Europe","Blue","Hybrid","Automatic",3.9,1000,113922,100,"Low"
"X3",2017,"North America","Black","Hybrid","Automatic",2.5,143996,69674,5347,"High"
"i3",2021,"Middle East","Red","Diesel","Automatic",3.5,57271,88566,2756,"Low"
"X1",2023,"Asia","Red","Hybrid","Manual",4,27459,94710,2107,"Low"
"i8",2011,"Asia","White","Diesel","Manual",4.4,236008,58355,6198,"High"
