"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"7 Series",2013,"Middle East","Black","Electric","Manual",5,144524,65752,5979,"High"
"7 Series",2023,"Asia","Red","Electric","Automatic",4.5,41008,102571,1781,"Low"
"7 Series",2019,"Europe","White","Petrol","Manual",2,115670,70826,3914,"High"
"X5",2017,"Africa","Blue","Diesel","Manual",3.5,120033,80147,3756,"High"
"5 Series",2019,"Europe","Black","Electric","Automatic",2.8,79516,83421,2089,"Low"
"X6",2011,"Europe","Silver","Hybrid","Automatic",3.4,218319,54967,5147,"High"
"X3",2017,"Asia","Grey","Hybrid","Manual",3.1,90255,79155,3371,"High"
"X1",2015,"North America","White","Diesel","Automatic",1.7,160580,68600,3900,"High"
"X5",2013,"North America","White","Petrol","Manual",2.6,183559,50218,6806,"High"
"M5",2023,"Europe","Silver","Petrol","Manual",1.9,65195,84553,2765,"Low"
"X5",2016,"Middle East","Silver","Hybrid","Automatic",3.2,152239,72592,4904,"High"
"i8",2022,"Asia","Black","Petrol","Manual",4.7,65773,91898,3449,"High"
"3 Series",2016,"North America","Grey","Diesel","Automatic",5,116572,84162,3691,"High"
"3 Series",2018,"North America","Black","Hybrid","Manual",4.8,73568,84557,3683,"High"
"5 Series",2012,"Middle East","White","Electric","Manual",4.9,240672,52735,7188,"High"
"X5",2018,"Middle East","White","Petrol","Automatic",1.6,134897,77465,3554,"High"
"X6",2017,"North America","Black","Electric","Automatic",4.1,138900,89514,2685,"Low"
"3 Series",2019,"South America","Blue","Diesel","Manual",2.5,102817,84238,3060,"Low"
"X1",2015,"Asia","Red","Diesel","Manual",4.5,195269,68405,5303,"High"
"M3",2016,"South America","Grey","Hybrid","Automatic",4.3,124204,86275,2064,"Low"
"M5",2013,"Asia","Silver","Hybrid","Automatic",3,186714,67855,6782,"High"
"X3",2022,"Africa","Grey","Electric","Manual",3.2,47064,95274,3355,"High"
"3 Series",2024,"Asia","Silver","Diesel","Manual",2.4,23210,104548,156,"Low"
"X6",2024,"Europe","Black","Diesel","Automatic",2.5,57250,89997,3733,"High"
"i8",2016,"Africa","Blue","Electric","Manual",4.9,154093,75632,4356,"High"
"M5",2021,"Asia","Blue","Petrol","Manual",4.6,77595,97480,3505,"High"
"5 Series",2024,"Middle East","Blue","Hybrid","Manual",2.2,40100,82372,2392,"Low"
"X3",2019,"North America","White","Hybrid","Automatic",2.5,116153,75699,4639,"High"
"i8",2020,"South America","Grey","Hybrid","Manual",1.9,91229,70874,5352,"High"
"3 Series",2019,"Europe","Red","Electric","Manual",5,122082,83039,2736,"Low"
"7 Series",2022,"North America","Red","Electric","Manual",4.7,65400,94663,1189,"Low"
"X6",2012,"Africa","Red","Diesel","Manual",3.4,227902,42796,7769,"High"
"i8",2014,"South America","Silver","Petrol","Manual",3.9,149357,65844,4187,"High"
"3 Series",2013,"Asia","Blue","Hybrid","Automatic",4.1,201302,72432,3593,"High"
"M5",2020,"Africa","Black","Diesel","Manual",2.2,78205,77410,2681,"Low"
"5 Series",2013,"Europe","Grey","Diesel","Automatic",4.8,200707,65919,5141,"High"
"X3",2023,"Asia","Silver","Diesel","Automatic",3.3,19507,97131,2994,"Low"
"M3",2024,"Middle East","Grey","Petrol","Manual",1.8,24730,84343,2436,"Low"
"X5",2021,"North America","Grey","Petrol","Manual",2.9,23991,87800,1772,"Low"
"X5",2018,"North America","Blue","Diesel","Automatic",3.6,108760,81406,3202,"Low"
"X5",2021,"Africa","Blue","Hybrid","Automatic",2.7,56276,91409,2576,"Low"
"3 Series",2016,"South America","Silver","Petrol","Manual",3.9,136152,66905,3993,"High"
"3 Series",2014,"North America","Black","Electric","Automatic",4.6,122651,78306,4074,"High"
"M3",2018,"North America","White","Petrol","Manual",4.2,63161,87980,2396,"Low"
"X3",2014,"Africa","White","Diesel","Automatic",3.7,176107,70018,3580,"High"
"X3",2022,"North America","Grey","Petrol","Manual",3.3,80693,88065,3877,"High"
"X3",2021,"Asia","Grey","Electric","Manual",2.4,97714,77525,2369,"Low"
"i3",2019,"Europe","Grey","Diesel","Manual",3.1,88542,70955,4372,"High"
"7 Series",2016,"Asia","Red","Diesel","Automatic",2.5,162493,69819,5095,"High"
"i3",2024,"Africa","Silver","Hybrid","Automatic",4.8,28267,105888,897,"Low"
"3 Series",2024,"Asia","Red","Petrol","Automatic",4.7,8884,109672,1993,"Low"
"5 Series",2018,"South America","Blue","Petrol","Automatic",2,99858,78079,3549,"High"
"X6",2015,"Africa","Blue","Petrol","Automatic",4.4,142877,75479,2539,"Low"
"7 Series",2019,"Africa","White","Hybrid","Automatic",4,95680,84042,4566,"High"
"3 Series",2014,"South America","Grey","Petrol","Manual",4.9,174361,72092,4561,"High"
"3 Series",2012,"Africa","Silver","Diesel","Manual",3.1,193545,51682,7290,"High"
"M5",2018,"Asia","Silver","Hybrid","Automatic",4,96659,87040,4393,"High"
"5 Series",2017,"Africa","Blue","Petrol","Manual",3.3,142822,73753,3841,"High"
"M5",2014,"Asia","Red","Hybrid","Manual",1.7,180259,55432,7539,"High"
"M3",2024,"Europe","Silver","Electric","Automatic",1.7,32065,97144,1368,"Low"
"M3",2016,"Africa","Silver","Petrol","Manual",1.9,142320,55438,6038,"High"
"X3",2021,"Europe","Grey","Petrol","Manual",2.5,34488,85643,3760,"High"
"X5",2017,"Europe","Silver","Petrol","Manual",2.4,113496,71879,4595,"High"
"X6",2016,"North America","Red","Diesel","Manual",4,141699,74754,5143,"High"
"7 Series",2018,"Africa","White","Hybrid","Automatic",4,105594,90510,3408,"High"
"M3",2020,"Asia","Grey","Petrol","Automatic",4.9,67537,92945,2592,"Low"
"X5",2017,"South America","Silver","Petrol","Manual",2.6,118872,70444,3921,"High"
"7 Series",2022,"South America","Silver","Electric","Manual",4.8,67935,104315,541,"Low"
"i3",2024,"South America","Blue","Diesel","Manual",3.6,27988,92799,1891,"Low"
"X1",2016,"Europe","Red","Electric","Manual",3.2,157162,59614,4950,"High"
"3 Series",2016,"Europe","Black","Hybrid","Automatic",3.8,115674,91353,3373,"High"
"3 Series",2019,"Asia","Black","Petrol","Manual",4,95173,83790,3084,"Low"
"M3",2013,"Middle East","White","Diesel","Automatic",2.1,141143,62361,6623,"High"
"3 Series",2024,"Africa","Black","Electric","Manual",4.1,3566,100489,855,"Low"
"i8",2013,"Middle East","Grey","Electric","Manual",4,169403,62947,3694,"High"
"X1",2013,"South America","Red","Petrol","Manual",5,181292,73300,3617,"High"
"X5",2020,"Europe","Silver","Petrol","Manual",4.7,57984,90074,3770,"High"
"X1",2019,"Middle East","Grey","Hybrid","Manual",3.9,103265,91720,2810,"Low"
"X1",2022,"North America","Black","Electric","Automatic",4,57960,86978,3754,"High"
"M3",2023,"Europe","Grey","Hybrid","Automatic",4.8,56999,102492,1872,"Low"
"i3",2014,"Europe","Black","Diesel","Automatic",4.9,154536,74630,4825,"High"
"X5",2021,"North America","Silver","Petrol","Automatic",4.4,69978,88168,3807,"High"
"5 Series",2021,"Europe","Black","Petrol","Automatic",4.2,43781,102033,2807,"Low"
"M3",2019,"Asia","Grey","Hybrid","Manual",1.9,89674,73344,3242,"Low"
"X3",2024,"North America","Grey","Hybrid","Manual",4.4,4146,105741,1746,"Low"
"M5",2021,"South America","Black","Electric","Automatic",2.4,73215,85887,2111,"Low"
"7 Series",2023,"Europe","Red","Electric","Manual",3.5,39175,92805,3123,"Low"
"5 Series",2021,"North America","Red","Petrol","Automatic",2.9,39284,100555,1841,"Low"
"X5",2012,"Asia","Silver","Hybrid","Manual",2.7,211856,47303,7518,"High"
"X3",2024,"South America","Black","Electric","Manual",2.6,58008,79708,2624,"Low"
"X1",2013,"South America","Silver","Diesel","Automatic",4.5,168024,71149,4768,"High"
"M5",2011,"Africa","Red","Petrol","Automatic",4.2,224423,65378,4954,"High"
"i3",2024,"Asia","Silver","Hybrid","Automatic",3.3,37843,94768,3743,"High"
"M5",2015,"North America","Silver","Petrol","Manual",3.8,171938,66916,4352,"High"
"X6",2024,"North America","White","Petrol","Automatic",4.9,1000,110317,2401,"Low"
"M3",2022,"South America","White","Diesel","Automatic",2.9,23356,87371,4443,"High"
"i3",2014,"South America","Blue","Diesel","Automatic",3.4,198377,51130,8270,"High"
"M3",2020,"Africa","Grey","Electric","Manual",3.4,89271,78608,3454,"High"
"X6",2024,"North America","Red","Electric","Manual",4.8,20629,116369,236,"Low"
"X5",2010,"Europe","Black","Petrol","Manual",2.7,244259,49946,5215,"High"
"M5",2022,"South America","Red","Diesel","Automatic",5,29709,98368,1931,"Low"
"i3",2020,"North America","Red","Hybrid","Manual",2.6,112514,68764,5945,"High"
"X3",2016,"Europe","Grey","Electric","Automatic",1.9,167800,65200,5228,"High"
"5 Series",2012,"Middle East","Grey","Hybrid","Automatic",2.2,204829,50406,4314,"High"
"M3",2013,"Middle East","Red","Diesel","Automatic",3,173047,70852,4157,"High"
"X3",2019,"Asia","Silver","Petrol","Automatic",3.8,108581,84028,3931,"High"
"M5",2019,"South America","Grey","Diesel","Manual",3.3,65585,84165,3605,"High"
"X3",2015,"Europe","Silver","Petrol","Manual",2.8,147701,64772,5103,"High"
"X6",2022,"Europe","Grey","Hybrid","Automatic",3.5,59226,87616,2207,"Low"
"5 Series",2022,"South America","Black","Hybrid","Manual",4.4,49357,91825,1454,"Low"
"M5",2024,"Africa","Red","Hybrid","Manual",4.4,19498,101125,3865,"High"
"i3",2021,"South America","Silver","Electric","Manual",4,51928,86234,3172,"Low"
"M5",2018,"South America","Grey","Electric","Manual",4.8,135976,80633,2741,"Low"
"X6",2023,"Europe","Silver","Petrol","Manual",3.6,45216,89237,517,"Low"
"X3",2015,"Middle East","Blue","Petrol","Automatic",1.5,143166,73536,4228,"High"
"i8",2017,"Middle East","White","Petrol","Manual",2.5,138829,69130,4342,"High"
"5 Series",2019,"Africa","Grey","Petrol","Manual",2.6,74872,76771,3980,"High"
"M5",2022,"Asia","Grey","Diesel","Automatic",3.4,25736,92305,1182,"Low"
"X6",2021,"Asia","Grey","Diesel","Automatic",4.7,55701,97226,1340,"Low"
"X6",2022,"Europe","Red","Diesel","Manual",4.4,78477,84932,2305,"Low"
"X1",2016,"South America","White","Petrol","Automatic",2.3,150705,72030,4893,"High"
"M3",2022,"Asia","White","Diesel","Automatic",3.3,112565,80932,4069,"High"
"M5",2022,"North America","White","Petrol","Automatic",3.8,43032,102864,1349,"Low"
"X5",2020,"North America","Red","Petrol","Automatic",5,78519,85654,1786,"Low"
"i8",2024,"South America","Black","Hybrid","Automatic",1.6,13767,98780,1995,"Low"
"X5",2023,"Europe","Black","Electric","Manual",3.1,11285,92171,3068,"Low"
"7 Series",2020,"South America","Black","Electric","Automatic",5,80286,86975,2412,"Low"
"5 Series",2023,"Middle East","Black","Petrol","Manual",4.9,23160,107103,1398,"Low"
"X1",2017,"South America","Red","Electric","Automatic",2.7,108440,76525,2705,"Low"
"X1",2018,"Middle East","White","Electric","Manual",1.5,100459,67216,5408,"High"
"i8",2015,"North America","Black","Diesel","Automatic",3.6,149384,74764,4171,"High"
"M3",2019,"South America","Red","Electric","Manual",4.5,80316,86272,3480,"High"
"7 Series",2019,"Europe","Black","Hybrid","Manual",2.6,74397,77196,3506,"High"
"i3",2023,"North America","Blue","Hybrid","Manual",4.8,17012,109400,818,"Low"
"7 Series",2020,"South America","Blue","Petrol","Automatic",2.7,85541,81913,3218,"Low"
"X1",2019,"South America","White","Hybrid","Manual",3.6,89087,91994,4507,"High"
"5 Series",2017,"Middle East","Silver","Petrol","Automatic",4,146697,69119,4189,"High"
"M3",2022,"Asia","Red","Petrol","Automatic",2.7,29738,98840,647,"Low"
"5 Series",2020,"North America","Silver","Electric","Manual",2.7,56333,88895,4598,"High"
"X5",2022,"Africa","Black","Diesel","Manual",3.1,39187,98222,1949,"Low"
"X5",2017,"South America","Silver","Hybrid","Automatic",4.4,150464,80703,3081,"Low"
"3 Series",2017,"South America","White","Hybrid","Manual",1.9,171675,67396,5414,"High"
"M5",2012,"North America","Grey","Diesel","Automatic",3.7,215951,53383,6069,"High"
"i8",2024,"Asia","Black","Diesel","Automatic",3.9,1000,107451,2591,"Low"
"X1",2015,"Europe","Blue","Diesel","Automatic",3.5,145871,69132,2647,"Low"
"3 Series",2017,"Europe","Grey","Electric","Automatic",4.8,116814,89155,3420,"High"
"i8",2023,"Africa","Red","Petrol","Manual",3.6,29097,101946,1104,"Low"
"5 Series",2016,"South America","Black","Diesel","Automatic",3.7,143732,82815,4991,"High"
"X1",2018,"Middle East","Blue","Hybrid","Manual",3.6,117121,72470,2910,"Low"
"i8",2023,"Europe","Red","Hybrid","Automatic",4,47389,98069,1174,"Low"
"X3",2020,"Africa","Silver","Hybrid","Automatic",2,49258,86371,3723,"High"
"i3",2012,"Africa","Red","Petrol","Automatic",4.6,232462,57830,5887,"High"
"3 Series",2024,"Middle East","Blue","Petrol","Automatic",1.6,32298,82897,4190,"High"
"i8",2019,"Africa","Black","Electric","Manual",3.7,123930,79829,3964,"High"
"3 Series",2020,"Africa","Black","Diesel","Manual",3.7,68997,79438,3878,"High"
"M5",2018,"Europe","White","Petrol","Manual",2.2,85143,77802,2644,"Low"
"3 Series",2021,"Middle East","Blue","Electric","Automatic",1.6,49013,94185,3476,"High"
"X5",2014,"Asia","White","Petrol","Manual",2,176898,54943,5138,"High"
"3 Series",2015,"Asia","Blue","Electric","Automatic",2.5,143146,74881,3021,"Low"
"7 Series",2022,"South America","Grey","Electric","Manual",4.6,67671,91355,1535,"Low"
"3 Series",2011,"Asia","Blue","Petrol","Automatic",4.5,198219,63405,5408,"High"
"X3",2019,"North America","Blue","Petrol","Manual",1.7,119767,71593,5015,"High"
"3 Series",2024,"Middle East","Silver","Diesel","Automatic",2.5,1000,101285,2534,"Low"
"7 Series",2023,"North America","Red","Petrol","Manual",4.6,1000,99732,3864,"High"
"M3",2021,"Africa","Silver","Hybrid","Manual",2.3,68141,84199,3229,"Low"
"i3",2014,"Asia","Blue","Electric","Automatic",5,147467,79243,4887,"High"
"3 Series",2022,"Africa","Silver","Petrol","Automatic",2.4,80728,89322,3637,"High"
"M5",2017,"Middle East","White","Hybrid","Automatic",4.1,138131,76701,3797,"High"
"X3",2023,"Asia","White","Hybrid","Manual",3,18312,92107,2475,"Low"
"X1",2018,"Asia","Grey","Electric","Manual",2,120277,69826,3446,"High"
"M3",2020,"South America","Blue","Diesel","Manual",2.4,99509,75918,4503,"High"
"M5",2024,"South America","Grey","Hybrid","Manual",3.9,1000,96141,1369,"Low"
"M5",2017,"Africa","Black","Petrol","Automatic",2.7,122001,85791,2268,"Low"
"M5",2020,"South America","Grey","Diesel","Manual",3.6,78580,81224,3442,"High"
"X3",2021,"Asia","Black","Petrol","Automatic",2.2,61060,94126,2479,"Low"
"7 Series",2014,"Europe","Grey","Hybrid","Automatic",3.1,183953,63929,5151,"High"
"X1",2018,"South America","Grey","Hybrid","Automatic",3.3,127020,82781,4235,"High"
"5 Series",2020,"Africa","Silver","Diesel","Manual",2.9,75149,78373,2416,"Low"
"M3",2022,"North America","Grey","Electric","Manual",2.2,48465,92239,2529,"Low"
"X3",2020,"North America","Silver","Petrol","Manual",3.1,90246,82869,2952,"Low"
"i8",2024,"Africa","Grey","Hybrid","Automatic",3.9,24716,102262,2326,"Low"
"7 Series",2021,"Asia","Silver","Electric","Manual",4.9,95634,88917,416,"Low"
"i3",2016,"North America","Grey","Diesel","Automatic",4.3,188353,65917,3981,"High"
"X1",2020,"Europe","Grey","Electric","Automatic",2.1,64009,80435,3691,"High"
"5 Series",2019,"Europe","Grey","Hybrid","Automatic",2.5,114240,74833,3636,"High"
"i3",2012,"North America","Silver","Diesel","Automatic",1.8,162104,52761,5917,"High"
"7 Series",2020,"Europe","Red","Hybrid","Automatic",2,102752,78754,3229,"Low"
"3 Series",2018,"North America","White","Electric","Manual",2.4,98247,70824,4191,"High"
"X3",2016,"Europe","Black","Hybrid","Automatic",2.2,104257,75071,3758,"High"
"i3",2023,"Africa","Grey","Electric","Automatic",2.2,23557,91961,3446,"High"
"5 Series",2022,"Africa","Grey","Electric","Manual",2.3,1000,98381,2029,"Low"
"X1",2023,"Middle East","White","Petrol","Automatic",2.6,26331,99275,1769,"Low"
"5 Series",2021,"South America","Grey","Hybrid","Automatic",1.9,93869,80566,2758,"Low"
"7 Series",2017,"Asia","Black","Electric","Manual",2.5,111287,78132,3708,"High"
"X5",2024,"South America","Red","Hybrid","Manual",3.9,38747,104378,100,"Low"
"X5",2022,"North America","White","Petrol","Manual",2.3,39823,90899,1576,"Low"
"7 Series",2023,"South America","Grey","Diesel","Manual",2.1,5085,96128,1491,"Low"
"X5",2019,"South America","Grey","Electric","Automatic",1.7,95387,77774,3684,"High"
"X1",2022,"Africa","Grey","Electric","Automatic",3.2,26501,102954,1640,"Low"
"i3",2020,"Europe","Red","Diesel","Automatic",4.4,68141,92536,2440,"Low"
"M3",2021,"Europe","Black","Petrol","Manual",1.7,74529,82034,4138,"High"
"5 Series",2018,"Africa","Silver","Electric","Manual",3.4,83656,76156,5159,"High"
"i8",2023,"Europe","Silver","Hybrid","Manual",3.8,28994,88589,5004,"High"
"X1",2022,"North America","Black","Petrol","Manual",3.6,21899,95912,2998,"Low"
"X3",2023,"Europe","Grey","Petrol","Manual",4.6,41417,100815,2551,"Low"
"5 Series",2021,"Europe","Blue","Diesel","Manual",4.5,71475,89616,2869,"Low"
"M5",2015,"Asia","Blue","Electric","Manual",1.7,169905,53887,5789,"High"
"M5",2021,"North America","Red","Hybrid","Automatic",2.8,90431,80176,4252,"High"
"X6",2012,"Middle East","Blue","Diesel","Manual",3.8,219219,57830,6798,"High"
"5 Series",2024,"South America","Blue","Petrol","Automatic",4.8,55195,102929,653,"Low"
"i8",2020,"Europe","Black","Petrol","Automatic",4.3,56179,95254,2785,"Low"
"M5",2019,"North America","White","Diesel","Manual",2.1,73028,79332,4379,"High"
"i3",2019,"Africa","Silver","Petrol","Manual",2.5,70731,85932,2815,"Low"
"X1",2020,"Asia","Red","Petrol","Manual",4.2,91098,86702,4310,"High"
"X5",2014,"Middle East","Black","Electric","Automatic",3.2,168967,66108,4181,"High"
"i3",2018,"Middle East","Red","Petrol","Automatic",3.4,78743,80158,2579,"Low"
"X5",2022,"North America","White","Electric","Automatic",3.6,77898,86169,2933,"Low"
"i8",2022,"Europe","Blue","Diesel","Manual",1.9,38134,88801,2539,"Low"
"M5",2023,"South America","Blue","Petrol","Manual",4.5,6530,106009,2147,"Low"
"7 Series",2018,"North America","Red","Hybrid","Automatic",4.5,107912,89106,3150,"Low"
"M3",2010,"Middle East","Silver","Hybrid","Automatic",3.1,229884,47272,7982,"High"
"X3",2021,"North America","Silver","Hybrid","Manual",3.7,46398,90617,2733,"Low"
"X5",2022,"North America","Black","Hybrid","Automatic",3.8,81588,92017,3150,"Low"
"M3",2023,"North America","Blue","Electric","Manual",2.2,32148,95249,100,"Low"
"M5",2019,"North America","White","Petrol","Automatic",1.9,93872,77578,4399,"High"
"5 Series",2023,"Africa","Red","Hybrid","Automatic",1.6,28489,92259,2138,"Low"
"X3",2020,"Europe","Red","Electric","Manual",4.7,91460,83720,3138,"Low"
"M3",2018,"North America","Silver","Electric","Automatic",2.7,117492,63996,4360,"High"
"M5",2024,"Asia","Blue","Petrol","Manual",1.8,25322,94403,1724,"Low"
"X5",2024,"Asia","Black","Petrol","Automatic",3.1,46442,93692,207,"Low"
"3 Series",2022,"North America","Red","Electric","Manual",1.8,45867,89501,3302,"High"
"i8",2022,"South America","Red","Electric","Manual",1.8,33126,83376,1058,"Low"
"X1",2019,"Asia","Silver","Hybrid","Automatic",3.2,68360,82322,4992,"High"
"5 Series",2015,"South America","White","Electric","Automatic",3.3,149387,67966,4090,"High"
"X3",2022,"Europe","Red","Hybrid","Manual",3.5,33243,99244,3193,"Low"
"i3",2023,"Africa","White","Diesel","Manual",3.8,33328,90027,4133,"High"
"M5",2021,"Europe","Grey","Petrol","Automatic",3.8,61178,98211,2157,"Low"
"X6",2020,"North America","Silver","Petrol","Automatic",3,83459,89125,2239,"Low"
"i8",2023,"Middle East","Blue","Diesel","Automatic",3.8,20928,106785,868,"Low"
"X3",2017,"North America","White","Hybrid","Manual",2.6,107259,72471,4613,"High"
"3 Series",2021,"Asia","Grey","Electric","Manual",3,65005,79184,3796,"High"
"X5",2021,"Europe","Black","Hybrid","Automatic",2.9,79025,91395,1356,"Low"
"3 Series",2024,"Asia","Blue","Diesel","Automatic",2.7,22394,85225,5042,"High"
"X3",2023,"Europe","White","Petrol","Automatic",2.3,37241,89136,3568,"High"
"X6",2010,"Africa","Red","Petrol","Manual",1.8,243115,37997,6569,"High"
"i3",2022,"Africa","Red","Diesel","Automatic",3.3,63363,91913,1569,"Low"
"M3",2012,"Asia","Grey","Hybrid","Manual",3.4,194129,52071,7498,"High"
"X6",2023,"Middle East","Silver","Petrol","Manual",2.7,3700,95980,1263,"Low"
"3 Series",2017,"Africa","Blue","Diesel","Automatic",4.9,102783,99464,2523,"Low"
"7 Series",2017,"Europe","Grey","Electric","Manual",3.4,131426,71361,5036,"High"
"3 Series",2024,"South America","Blue","Petrol","Automatic",4.6,23036,98007,3116,"Low"
"X6",2022,"Africa","Blue","Hybrid","Manual",3.5,66113,81672,5365,"High"
"i3",2013,"Asia","Grey","Diesel","Manual",2.2,206680,56979,4044,"High"
"3 Series",2020,"Middle East","Grey","Electric","Manual",4.9,95921,88054,2726,"Low"
"X6",2016,"South America","Blue","Diesel","Manual",4.6,144545,76729,4679,"High"
"M3",2022,"Europe","Red","Diesel","Manual",3.1,34796,89001,3981,"High"
"X5",2022,"Europe","Grey","Petrol","Automatic",2.4,35544,91831,2409,"Low"
"i8",2017,"Europe","Black","Electric","Automatic",2.3,146491,75494,5713,"High"
"M3",2021,"North America","Black","Electric","Automatic",4.3,53248,94838,2366,"Low"
"X5",2020,"Africa","Grey","Electric","Manual",1.7,97893,78539,3626,"High"
"M3",2020,"Africa","Black","Hybrid","Manual",3.7,83615,84573,2730,"Low"
"i8",2015,"Middle East","Blue","Hybrid","Automatic",3.7,160554,71270,4790,"High"
"5 Series",2023,"Asia","White","Petrol","Manual",2.1,23459,84922,3582,"High"
"X3",2023,"Europe","Silver","Petrol","Manual",4,40134,98563,1024,"Low"
"M5",2016,"Asia","Silver","Diesel","Manual",4,139584,79635,2257,"Low"
"M3",2015,"North America","Grey","Electric","Automatic",2.7,152422,60841,3452,"High"
"M3",2024,"Europe","Black","Petrol","Manual",3.2,14195,102260,2044,"Low"
"M3",2011,"Asia","Grey","Diesel","Manual",4.4,191070,60667,6652,"High"
"X6",2015,"Africa","Silver","Hybrid","Automatic",3.3,178471,60355,7019,"High"
"5 Series",2013,"Africa","Grey","Hybrid","Manual",3.7,189379,61176,5463,"High"
"i8",2020,"South America","Blue","Diesel","Automatic",2.9,43749,86398,2761,"Low"
"X1",2017,"Asia","Black","Petrol","Automatic",2,139770,66385,5203,"High"
"X1",2018,"Africa","Blue","Hybrid","Manual",5,118762,84554,4048,"High"
"X3",2023,"Middle East","Grey","Hybrid","Automatic",3.4,54866,93002,1888,"Low"
"X3",2012,"Europe","Grey","Hybrid","Manual",2.7,203188,47106,5258,"High"
"M5",2013,"Middle East","Grey","Petrol","Manual",4,187777,73375,4693,"High"
"X5",2023,"Europe","Black","Electric","Manual",3.7,32329,97603,860,"Low"
"X1",2023,"South America","Blue","Petrol","Automatic",2.3,36236,93274,1052,"Low"
"M5",2015,"Africa","Silver","Electric","Automatic",4.6,140739,85501,2434,"Low"
"7 Series",2021,"Europe","White","Electric","Automatic",1.7,32470,96129,3162,"Low"
"X5",2019,"Africa","Silver","Diesel","Manual",3.6,99216,78584,4344,"High"
"M3",2018,"Asia","Grey","Hybrid","Automatic",3.2,91398,80246,5323,"High"
"X3",2023,"South America","Black","Hybrid","Automatic",2.6,30274,94296,3339,"High"
"i8",2018,"South America","Blue","Petrol","Manual",4.4,119623,77723,2960,"Low"
"X3",2023,"South America","Silver","Hybrid","Manual",3.8,54086,95693,2679,"Low"
"X3",2021,"Middle East","Red","Hybrid","Automatic",4.2,19145,100453,2485,"Low"
"X3",2021,"Europe","White","Petrol","Automatic",3,121479,82212,2435,"Low"
"3 Series",2014,"South America","Grey","Electric","Manual",4.8,171286,75280,3000,"Low"
"X1",2024,"Europe","Red","Petrol","Manual",2.7,21126,95085,2176,"Low"
"3 Series",2022,"Middle East","White","Hybrid","Automatic",3.4,26990,102315,1565,"Low"
"i8",2023,"Africa","White","Electric","Manual",4.8,40024,103975,2401,"Low"
"3 Series",2024,"North America","Red","Diesel","Automatic",1.8,9655,98715,2318,"Low"
"X5",2022,"Africa","Grey","Diesel","Automatic",1.9,62088,83363,3681,"High"
"M5",2024,"Middle East","Blue","Electric","Automatic",5,33783,112527,800,"Low"
"M5",2024,"Middle East","Silver","Diesel","Manual",4.9,22310,96666,3714,"High"
"5 Series",2013,"North America","Black","Petrol","Automatic",4.2,193951,64809,5962,"High"
"X3",2018,"Middle East","White","Diesel","Automatic",3.2,114432,85336,5505,"High"
"X6",2024,"Middle East","Grey","Electric","Automatic",3.3,31345,105995,519,"Low"
"i3",2022,"Asia","Black","Diesel","Automatic",2.4,60992,94228,3395,"High"
"X5",2017,"Europe","Grey","Petrol","Automatic",3,137038,79883,2371,"Low"
"i3",2022,"Middle East","Grey","Electric","Automatic",3,43417,99619,3206,"Low"
"i3",2024,"Middle East","Grey","Hybrid","Automatic",1.6,22132,89781,2398,"Low"
"X6",2023,"South America","Silver","Petrol","Automatic",3.1,63547,98995,2237,"Low"
"i3",2012,"North America","Black","Hybrid","Automatic",3.2,201874,65060,3023,"Low"
"i3",2013,"North America","Black","Petrol","Automatic",3.8,180605,61039,4663,"High"
"X6",2016,"Africa","Red","Petrol","Automatic",3.3,155800,67215,5528,"High"
"X5",2017,"South America","Silver","Electric","Manual",4.5,129308,78575,3586,"High"
"X6",2018,"Europe","Red","Electric","Manual",2.8,127748,72521,3338,"High"
"i8",2022,"Europe","White","Hybrid","Automatic",2.9,49092,93976,1519,"Low"
"X5",2020,"Europe","Red","Hybrid","Automatic",3.5,83304,85485,3963,"High"
"7 Series",2022,"Asia","Black","Hybrid","Automatic",2.2,62035,90303,1630,"Low"
"X5",2024,"Middle East","Blue","Petrol","Manual",2.9,33623,95817,4633,"High"
"M3",2022,"Europe","Grey","Diesel","Manual",3.9,63106,94233,2475,"Low"
"i3",2019,"Asia","White","Electric","Automatic",2.9,141505,70156,4131,"High"
"3 Series",2016,"Asia","White","Electric","Automatic",4.7,131423,78390,4150,"High"
"X6",2022,"Asia","Red","Electric","Automatic",3.7,31237,104066,1380,"Low"
"M5",2016,"Africa","Black","Hybrid","Automatic",2,138039,65680,5276,"High"
"7 Series",2017,"North America","Red","Petrol","Automatic",3.2,143377,72215,4917,"High"
"X6",2015,"South America","Silver","Diesel","Automatic",4.2,158066,73354,4409,"High"
"X3",2023,"Middle East","Grey","Petrol","Manual",3.8,37196,91059,3473,"High"
"5 Series",2021,"Asia","Black","Hybrid","Manual",4.6,65347,84901,3476,"High"
"i3",2016,"Middle East","Blue","Diesel","Manual",4.1,139768,75695,2916,"Low"
"i3",2021,"South America","Blue","Electric","Automatic",1.7,32334,83344,2190,"Low"
"i3",2024,"Asia","Red","Hybrid","Manual",1.9,50959,82760,2250,"Low"
"5 Series",2014,"Africa","Blue","Petrol","Automatic",3.8,177118,61565,5892,"High"
"X1",2012,"Africa","Black","Diesel","Manual",2.3,204850,54650,6369,"High"
"X5",2019,"North America","Black","Diesel","Automatic",3.6,100706,75858,4432,"High"
"i8",2016,"North America","Red","Electric","Automatic",4.3,126132,81557,2664,"Low"
