"Model","Year","Region","Color","Fuel_Type","Transmission","Engine_Size_L","Mileage_KM","Price_USD","Sales_Volume","Sales_Classification"
"X1",2020,"Africa","Grey","Electric","Automatic",4.1,85260,104686,767,"Low"
"X1",2013,"Europe","White","Electric","Manual",3.6,193898,64613,6889,"High"
"X1",2018,"Middle East","Silver","Electric","Automatic",4.2,99424,93826,1674,"High"
"i8",2024,"Africa","Blue","Electric","Manual",4.8,11501,128458,476,"Low"
"M5",2022,"Europe","Blue","Electric","Automatic",3.6,20185,94973,2988,"Low"
"M5",2016,"Europe","Black","Diesel","Automatic",2,141525,71691,4160,"High"
"3 Series",2017,"Middle East","Red","Petrol","Manual",2.1,122628,74882,2307,"High"
"M5",2022,"Middle East","Black","Petrol","Automatic",3.5,45079,117763,802,"Low"
"5 Series",2023,"Middle East","Black","Hybrid","Manual",2.7,18676,103146,2082,"High"
"X3",2023,"Middle East","Blue","Diesel","Manual",4.7,47850,111915,996,"Low"
"X1",2024,"North America","White","Electric","Automatic",3.6,4004,92873,3425,"Low"
"M3",2023,"South America","Red","Electric","Automatic",3.9,1822,147956,1080,"Low"
"X1",2016,"Middle East","Silver","Hybrid","Manual",1.5,133743,67374,2002,"High"
"M3",2024,"Africa","Red","Diesel","Manual",3.2,25428,139578,413,"Low"
"M3",2021,"North America","Silver","Hybrid","Automatic",3,49144,86503,4162,"High"
"i3",2020,"North America","Black","Electric","Manual",4,129772,74863,5450,"High"
"X5",2023,"Middle East","Blue","Petrol","Manual",2.8,1000,118691,490,"Low"
"3 Series",2018,"Asia","Black","Hybrid","Manual",4.9,84953,103340,6972,"High"
"M5",2022,"Africa","Grey","Hybrid","Automatic",3.8,27492,119644,1222,"High"
"X1",2020,"Africa","Grey","Diesel","Automatic",3.8,70297,112633,977,"Low"
"i8",2016,"Asia","Grey","Electric","Manual",4.7,125702,84533,4132,"Low"
"3 Series",2017,"North America","Silver","Electric","Automatic",5,123926,77563,4322,"High"
"i8",2016,"Middle East","Grey","Electric","Automatic",2.2,166415,79868,2403,"High"
"5 Series",2021,"Africa","Blue","Hybrid","Manual",4.3,53400,132379,680,"Low"
"M3",2023,"Africa","Silver","Electric","Manual",2.1,89676,114235,664,"Low"
"7 Series",2022,"South America","Blue","Electric","Manual",3.1,35535,124069,1516,"High"
"5 Series",2021,"Middle East","Grey","Electric","Automatic",1.9,54387,94851,2156,"High"
"M5",2022,"Europe","Black","Hybrid","Automatic",3.7,11389,98067,3442,"Low"
"i3",2015,"North America","White","Electric","Automatic",3.1,178853,55874,8988,"High"
"i3",2014,"Africa","Red","Hybrid","Manual",3.7,154232,87415,925,"Low"
"X5",2015,"South America","Red","Petrol","Manual",3.9,141529,99980,1364,"High"
"i3",2024,"Middle East","Black","Electric","Manual",3.7,2435,117745,1071,"Low"
"i3",2019,"Europe","Blue","Hybrid","Automatic",2.5,132246,76766,4685,"High"
"X1",2023,"South America","Black","Hybrid","Automatic",4.4,34677,139017,408,"Low"
"i8",2023,"Asia","Blue","Electric","Manual",3.4,22006,118270,3183,"Low"
"3 Series",2021,"Middle East","Silver","Diesel","Manual",3.2,56868,100461,1900,"High"
"3 Series",2024,"Africa","Black","Hybrid","Automatic",5,26610,142949,30,"Low"
"5 Series",2016,"South America","White","Electric","Manual",2.5,178649,94065,2002,"High"
"X6",2017,"North America","Black","Hybrid","Manual",3.3,169812,66856,6406,"High"
"M5",2016,"Asia","Silver","Electric","Manual",3.9,136841,88288,4803,"Low"
"i8",2016,"Middle East","White","Diesel","Manual",1.9,127867,72004,2222,"High"
"X3",2023,"Europe","Red","Electric","Automatic",2.7,69680,83681,3196,"Low"
"X1",2018,"Middle East","Silver","Diesel","Manual",4.3,92913,99401,754,"Low"
"7 Series",2024,"Europe","Grey","Hybrid","Manual",2.3,18186,108489,1400,"Low"
"X6",2019,"North America","Silver","Electric","Automatic",3.2,130740,76387,3953,"High"
"3 Series",2016,"South America","Blue","Diesel","Automatic",3.7,125217,103243,1812,"High"
"7 Series",2019,"Africa","Grey","Electric","Automatic",3.8,136631,107030,1533,"High"
"X5",2022,"Asia","Grey","Diesel","Automatic",4,77784,114270,4881,"Low"
"5 Series",2018,"South America","Blue","Electric","Automatic",4.5,66020,139255,40,"Low"
"3 Series",2020,"Middle East","Black","Petrol","Manual",2.9,83518,97665,1652,"High"
"X3",2018,"North America","Grey","Electric","Manual",4,96596,86758,2832,"Low"
"3 Series",2014,"Africa","Black","Diesel","Automatic",4.1,162495,100600,1447,"High"
"M3",2013,"Asia","Black","Hybrid","Manual",2.6,180755,63124,9315,"High"
"i8",2012,"Europe","Silver","Petrol","Automatic",4.9,224706,63840,3528,"Low"
"M5",2018,"Africa","Silver","Diesel","Manual",4.5,130131,103518,1084,"High"
"X5",2022,"North America","Silver","Petrol","Manual",2.5,30187,85748,3956,"High"
"i3",2021,"Asia","Silver","Diesel","Automatic",3.9,62543,108865,4796,"Low"
"X6",2021,"North America","White","Petrol","Manual",4,86204,83246,2615,"Low"
"i3",2016,"Africa","White","Diesel","Automatic",3,138756,85237,1893,"High"
"M5",2022,"Asia","Red","Hybrid","Manual",4.5,66495,112278,3834,"Low"
"X6",2019,"North America","Silver","Petrol","Manual",3.9,64670,95163,2351,"Low"
"3 Series",2016,"Europe","Black","Petrol","Automatic",3.8,120390,76928,4341,"High"
"7 Series",2017,"Asia","Black","Diesel","Manual",2.3,142959,82560,4518,"Low"
"5 Series",2022,"South America","Red","Petrol","Automatic",2.9,60352,110242,1583,"High"
"X5",2018,"Middle East","Blue","Electric","Automatic",3,110255,86907,1678,"High"
"i8",2023,"Asia","Black","Petrol","Manual",4.1,35195,119678,2294,"Low"
"3 Series",2018,"Africa","White","Electric","Manual",3.7,138094,103419,1300,"High"
"7 Series",2022,"North America","Black","Diesel","Automatic",1.8,52166,84644,4018,"High"
"M5",2020,"South America","Grey","Electric","Automatic",2.6,89500,112532,2061,"High"
"3 Series",2020,"Middle East","Blue","Hybrid","Manual",3.2,101153,92376,2150,"High"
"M3",2017,"Europe","Black","Electric","Automatic",4.1,146562,79168,4052,"High"
"5 Series",2014,"Africa","Blue","Hybrid","Manual",4.1,188058,87883,1224,"High"
"7 Series",2023,"South America","Grey","Electric","Manual",3.2,34199,124099,984,"Low"
"X1",2017,"Europe","Blue","Petrol","Automatic",1.9,151539,68704,4252,"High"
"i8",2024,"Asia","Black","Hybrid","Manual",2.5,24216,101680,3867,"Low"
"i3",2020,"Africa","Silver","Electric","Automatic",2.4,79803,97139,1306,"High"
"X6",2018,"South America","Red","Hybrid","Automatic",4.2,138049,124795,1284,"Low"
"i8",2011,"Asia","Black","Diesel","Automatic",2.1,180891,70439,7656,"High"
"i8",2024,"Asia","Grey","Diesel","Manual",3.1,25075,120790,2625,"Low"
"5 Series",2015,"Asia","Red","Petrol","Automatic",3.8,139264,93643,5606,"High"
"X1",2022,"Africa","Black","Diesel","Automatic",4.9,52471,134949,613,"Low"
"X6",2023,"North America","Silver","Diesel","Automatic",5,51219,99811,2658,"Low"
"i3",2017,"South America","Grey","Electric","Automatic",4.8,114993,118404,2042,"High"
"X1",2018,"Europe","Black","Electric","Manual",4,138641,78049,2829,"Low"
"X6",2023,"Africa","Black","Diesel","Automatic",4.1,33858,130446,597,"Low"
"3 Series",2023,"Middle East","Silver","Diesel","Automatic",4.2,41227,124783,1112,"Low"
"i8",2024,"Europe","Black","Electric","Manual",4.5,47088,98871,1313,"Low"
"X5",2018,"Asia","Grey","Diesel","Automatic",4.8,113704,106650,4226,"Low"
"3 Series",2023,"Europe","Grey","Electric","Manual",3.1,43759,99953,2775,"Low"
"M3",2017,"Europe","White","Electric","Automatic",3,106682,84288,2937,"Low"
"X6",2017,"Middle East","Silver","Hybrid","Automatic",3.1,149581,83274,2472,"High"
"5 Series",2022,"Asia","Black","Petrol","Automatic",3.8,66522,118181,2548,"Low"
"X3",2018,"South America","Silver","Electric","Automatic",4.2,86307,122672,1265,"Low"
"X5",2024,"Europe","Grey","Electric","Automatic",4.5,1000,109889,560,"Low"
"X3",2012,"South America","Red","Electric","Manual",3.1,173255,76761,2532,"High"
"X1",2020,"Middle East","Blue","Petrol","Manual",2.8,58447,98799,1801,"High"
"7 Series",2015,"Africa","White","Diesel","Manual",4.9,151048,96053,1646,"High"
"X3",2022,"Africa","White","Diesel","Automatic",2.3,47906,132631,246,"Low"
"X6",2020,"North America","Grey","Petrol","Manual",2.3,90204,68643,5363,"High"
"M5",2017,"Middle East","Black","Hybrid","Automatic",4,106819,89228,1354,"Low"
"M3",2023,"Africa","Blue","Petrol","Manual",2.1,35958,115128,1160,"High"
"X3",2021,"Asia","Silver","Electric","Automatic",2.9,66484,106669,3716,"Low"
"X3",2023,"Africa","Red","Hybrid","Manual",2.5,15543,128652,163,"Low"
"X3",2020,"Europe","White","Diesel","Automatic",2.1,83279,83014,4554,"High"
"7 Series",2013,"North America","Grey","Petrol","Automatic",3.5,191705,60818,5801,"High"
"X5",2015,"Europe","Red","Diesel","Manual",2.8,170798,60630,6060,"High"
"5 Series",2016,"Middle East","White","Electric","Manual",3.1,160970,69330,2672,"High"
"M5",2019,"Europe","Grey","Petrol","Automatic",2.2,82171,81029,3269,"Low"
"i3",2021,"Europe","Blue","Diesel","Automatic",4.2,61837,93066,4976,"High"
"i8",2016,"South America","Silver","Electric","Manual",2.6,139968,79041,2533,"High"
"X5",2023,"Asia","Blue","Diesel","Automatic",2.7,1000,111655,2438,"Low"
"7 Series",2017,"Africa","White","Petrol","Automatic",2.4,129074,91318,1209,"High"
"7 Series",2024,"South America","Silver","Hybrid","Manual",3,20981,128229,638,"Low"
"X3",2020,"Middle East","Black","Electric","Manual",3.1,109387,88940,2410,"High"
"X1",2019,"Europe","Red","Hybrid","Manual",3.4,106277,72361,3628,"High"
"3 Series",2016,"Africa","White","Hybrid","Automatic",4.9,140613,102033,1282,"High"
"i3",2024,"Middle East","Red","Petrol","Manual",4.7,14689,118332,782,"Low"
"i3",2020,"North America","Black","Diesel","Manual",3.6,77707,81769,4680,"High"
"5 Series",2021,"South America","Grey","Petrol","Automatic",1.6,73318,117970,1420,"High"
"M3",2024,"Europe","Grey","Diesel","Automatic",3.6,29734,106656,1777,"Low"
"X1",2016,"Middle East","Silver","Diesel","Manual",1.8,138387,81183,2088,"High"
"7 Series",2022,"Middle East","Blue","Hybrid","Automatic",4,63951,115036,924,"Low"
"X1",2014,"Middle East","Grey","Diesel","Automatic",2.9,184280,79513,2258,"High"
"7 Series",2019,"North America","Black","Petrol","Automatic",4.4,80942,84981,3007,"Low"
"X5",2023,"Middle East","Grey","Electric","Manual",4.8,1000,125893,931,"Low"
"X1",2022,"Asia","White","Diesel","Automatic",3,54381,113576,2630,"Low"
"X1",2013,"South America","Silver","Diesel","Manual",3.1,197622,78266,2684,"High"
"M5",2016,"Europe","Grey","Diesel","Manual",3.6,152833,66195,6202,"High"
"i3",2019,"Asia","Grey","Diesel","Automatic",2.2,113102,91085,5358,"High"
"X6",2022,"Africa","Blue","Hybrid","Manual",4.7,77062,114474,812,"Low"
"5 Series",2020,"South America","Grey","Petrol","Manual",3,46627,131706,786,"Low"
"i8",2022,"Middle East","Red","Diesel","Automatic",2.1,30983,108743,1568,"Low"
"i3",2024,"South America","Blue","Electric","Automatic",4.2,1000,149538,674,"Low"
"X1",2023,"North America","Red","Petrol","Automatic",2.3,63507,90113,1744,"Low"
"M5",2023,"Asia","Silver","Electric","Automatic",2,59798,104095,6477,"High"
"5 Series",2017,"Middle East","Grey","Diesel","Manual",3.5,100334,86984,2397,"High"
"5 Series",2023,"Africa","Grey","Electric","Manual",3.9,44707,122204,1075,"High"
"X6",2021,"Africa","Silver","Electric","Manual",3.5,43086,114859,341,"Low"
"X6",2015,"South America","Grey","Petrol","Automatic",3.8,168845,94354,1545,"High"
"X6",2023,"South America","Grey","Diesel","Manual",1.9,62157,107813,2048,"High"
"5 Series",2020,"Africa","Blue","Hybrid","Manual",3.2,111656,112880,846,"Low"
"i3",2019,"Asia","Grey","Electric","Automatic",2.7,100662,94932,6276,"High"
"7 Series",2018,"Africa","Grey","Petrol","Automatic",4.9,129706,105789,701,"Low"
"M3",2020,"Middle East","Black","Diesel","Automatic",1.7,76626,91784,2190,"High"
"X3",2023,"South America","Silver","Petrol","Automatic",2.5,34621,119389,1675,"High"
"7 Series",2016,"Africa","Grey","Petrol","Automatic",4.8,182664,87415,1199,"High"
"5 Series",2022,"Middle East","White","Diesel","Automatic",4.9,50389,118212,1253,"Low"
"X3",2021,"North America","Black","Electric","Manual",4.4,77706,87285,1723,"Low"
"3 Series",2015,"Africa","Grey","Hybrid","Automatic",1.8,144311,80402,1694,"High"
"X1",2023,"Middle East","Red","Hybrid","Automatic",3.5,85602,105335,1712,"High"
"i3",2021,"North America","Red","Diesel","Manual",2.9,58036,78360,5549,"High"
"X1",2023,"Europe","Red","Hybrid","Automatic",4.3,30363,97630,1587,"Low"
"X5",2022,"Europe","Grey","Petrol","Manual",1.7,76840,82981,3870,"High"
"i8",2024,"Asia","Blue","Diesel","Manual",2.2,14677,108612,3790,"Low"
"i3",2015,"North America","Red","Electric","Automatic",3.2,180737,63229,5270,"High"
"i8",2013,"Africa","Blue","Electric","Automatic",2.1,190245,69545,1667,"High"
"M5",2020,"South America","Red","Hybrid","Automatic",3.9,87469,114118,1454,"High"
"X6",2018,"Middle East","White","Hybrid","Manual",4.4,106068,96797,2372,"High"
"i8",2015,"Middle East","White","Petrol","Automatic",4,181901,76215,2181,"High"
"M3",2017,"Africa","Blue","Petrol","Automatic",3,137385,93060,1528,"High"
"M5",2017,"Africa","Grey","Electric","Manual",4.6,130214,101286,573,"Low"
"X6",2016,"North America","Red","Hybrid","Manual",2,89620,76782,5035,"High"
"3 Series",2016,"South America","Blue","Petrol","Manual",2.4,133392,89540,2378,"High"
"i8",2017,"South America","Black","Diesel","Automatic",3.2,110687,111079,1808,"High"
"X6",2013,"North America","Red","Electric","Manual",1.7,173396,56931,4417,"High"
"X5",2015,"Asia","White","Electric","Automatic",1.8,149093,79061,9633,"High"
"3 Series",2018,"North America","White","Diesel","Automatic",2.9,68698,84797,5434,"High"
"5 Series",2014,"Africa","Grey","Electric","Manual",4.8,176917,84711,1889,"High"
"i3",2021,"Africa","Blue","Hybrid","Automatic",4.7,100718,106982,866,"Low"
"i8",2021,"South America","Blue","Hybrid","Manual",3.1,80729,133126,1332,"High"
"X5",2018,"Europe","Red","Petrol","Automatic",2,150984,72443,3750,"High"
"X1",2018,"North America","Blue","Electric","Manual",2.1,111755,73943,5284,"High"
"5 Series",2016,"Middle East","Grey","Petrol","Manual",2.8,120985,79035,3041,"High"
"X3",2020,"Africa","White","Diesel","Manual",2.2,97076,99059,1217,"High"
"M3",2014,"Asia","Black","Electric","Automatic",1.8,139408,72878,7479,"High"
"X3",2022,"Middle East","Grey","Electric","Automatic",3.9,46965,106684,1413,"Low"
"X5",2022,"North America","White","Petrol","Automatic",3.5,67539,87006,2458,"Low"
"X5",2021,"Africa","Red","Electric","Manual",2.5,63698,113957,1030,"High"
"M5",2021,"Middle East","Silver","Electric","Automatic",4.2,74333,104052,1484,"Low"
"X6",2022,"South America","Blue","Diesel","Automatic",4.2,49032,136104,422,"Low"
"X6",2018,"North America","Silver","Petrol","Automatic",3.2,119081,85146,3053,"Low"
"i8",2018,"Asia","Silver","Diesel","Automatic",1.8,108813,82628,5796,"High"
"5 Series",2021,"Asia","Blue","Diesel","Manual",4.7,68970,104213,6296,"High"
"M5",2018,"Middle East","Blue","Diesel","Automatic",3.8,145334,82444,1308,"Low"
"3 Series",2022,"North America","Black","Petrol","Manual",2.4,37841,92518,2131,"Low"
"M5",2024,"Europe","White","Petrol","Automatic",3.6,28856,105549,1354,"Low"
"7 Series",2020,"Africa","Red","Petrol","Automatic",2.9,117301,116156,649,"Low"
"X5",2024,"Middle East","Silver","Electric","Manual",3.7,38960,120004,1442,"Low"
"X5",2016,"Middle East","Grey","Petrol","Automatic",3.2,148912,80452,1875,"High"
"X3",2020,"South America","Red","Diesel","Manual",3.2,94972,116568,943,"Low"
"i3",2017,"North America","Red","Petrol","Manual",4.1,123644,76396,4309,"High"
"M5",2023,"Europe","Grey","Hybrid","Manual",3.6,53776,88857,4160,"High"
"X5",2020,"Middle East","Grey","Electric","Manual",1.8,71919,106611,650,"Low"
"X3",2024,"Africa","Grey","Petrol","Manual",1.7,38919,110427,660,"Low"
"3 Series",2015,"Africa","Black","Diesel","Manual",2.6,145127,82619,1374,"High"
"5 Series",2018,"North America","Red","Electric","Automatic",3,146452,64844,4688,"High"
"i3",2024,"Asia","Silver","Diesel","Automatic",2.5,27799,116656,4528,"Low"
"7 Series",2017,"Europe","Red","Electric","Manual",3.8,119510,79322,3857,"High"
"M3",2022,"Asia","Blue","Hybrid","Manual",2.2,54337,101694,2362,"Low"
"X6",2023,"North America","Blue","Electric","Automatic",4,25507,98240,2538,"Low"
"M3",2015,"North America","Black","Electric","Manual",4.2,156934,62577,7020,"High"
"X5",2018,"South America","Grey","Electric","Manual",1.9,113954,101885,2415,"High"
"i8",2022,"Europe","Red","Hybrid","Manual",3.8,9024,107321,110,"Low"
"i8",2016,"Europe","Blue","Electric","Manual",4.9,116562,85598,4171,"High"
"X6",2017,"Asia","Blue","Hybrid","Manual",2.2,122310,77777,9692,"High"
"M3",2024,"Africa","Grey","Hybrid","Manual",4.7,9510,138295,193,"Low"
"3 Series",2024,"Asia","Black","Hybrid","Automatic",3.6,6990,123112,678,"Low"
"X3",2017,"Africa","Black","Diesel","Manual",3.6,135473,99866,1475,"High"
"X1",2023,"Europe","Blue","Hybrid","Manual",1.7,36074,84378,3179,"Low"
"i3",2024,"Europe","Blue","Diesel","Manual",4.1,1000,108100,1563,"Low"
"i3",2022,"South America","Red","Hybrid","Manual",3.2,48314,124053,930,"Low"
"M3",2016,"Europe","Blue","Petrol","Manual",4,152756,68200,6744,"High"
"i8",2024,"North America","Grey","Diesel","Manual",4.3,1000,104588,488,"Low"
"X3",2014,"North America","Red","Diesel","Manual",3.3,183757,56294,6890,"High"
"X3",2022,"South America","White","Electric","Automatic",2.4,73927,135079,971,"Low"
"i8",2020,"Asia","White","Petrol","Automatic",2,73391,110182,5271,"High"
"X3",2017,"Asia","Grey","Hybrid","Manual",2.1,103104,82320,6804,"High"
"i3",2019,"Africa","White","Diesel","Automatic",4.5,99966,118208,1073,"High"
"M3",2023,"Middle East","Silver","Petrol","Automatic",1.9,28793,114255,550,"Low"
"X6",2016,"South America","Grey","Electric","Manual",2.8,132579,98823,1970,"High"
"X6",2013,"Africa","Red","Diesel","Automatic",2.7,195689,89895,1437,"High"
"5 Series",2022,"South America","White","Petrol","Automatic",4.5,44970,152827,336,"Low"
"X3",2024,"North America","Black","Hybrid","Automatic",3.2,13493,100779,403,"Low"
"7 Series",2015,"North America","Red","Diesel","Automatic",5,138497,77102,4554,"High"
"X1",2021,"Middle East","Silver","Electric","Manual",4.1,35514,109013,1791,"High"
"X1",2024,"Africa","Red","Diesel","Manual",4.5,36669,139432,30,"Low"
"i8",2024,"Middle East","Blue","Hybrid","Manual",1.8,25999,107159,1223,"Low"
"X3",2022,"North America","Red","Diesel","Manual",2.4,44511,85377,3472,"Low"
"5 Series",2024,"North America","Red","Electric","Automatic",2,35787,88915,2767,"Low"
"7 Series",2021,"Europe","Silver","Electric","Manual",3.1,53334,82834,2665,"Low"
"M3",2024,"Middle East","White","Hybrid","Automatic",4,7486,119843,612,"Low"
"X5",2019,"Europe","Red","Hybrid","Automatic",2.1,114379,81870,2048,"Low"
"X6",2024,"Europe","Silver","Diesel","Automatic",2,21950,89080,1032,"Low"
"M5",2018,"Europe","Silver","Electric","Manual",3.7,130787,75850,5493,"High"
"i8",2021,"North America","Grey","Petrol","Automatic",2.3,87893,81138,3686,"Low"
"X6",2013,"South America","Grey","Diesel","Manual",3.2,185265,80042,2479,"High"
"M3",2021,"North America","Black","Hybrid","Manual",1.7,66635,83179,4164,"High"
"X3",2017,"Africa","Blue","Electric","Automatic",3.9,134738,104658,1141,"High"
"i3",2018,"North America","Blue","Diesel","Automatic",3.4,81816,75640,5303,"High"
"i3",2019,"Asia","Blue","Hybrid","Manual",3.8,92237,99499,6758,"High"
"i3",2023,"Europe","White","Electric","Manual",2.5,49101,99270,1261,"Low"
"X3",2023,"North America","Grey","Hybrid","Manual",2.5,37624,92189,359,"Low"
"5 Series",2012,"Africa","White","Electric","Automatic",4.3,225938,87766,1603,"High"
"M5",2024,"Europe","Red","Petrol","Automatic",4,57560,97114,1863,"Low"
"i3",2020,"North America","Silver","Hybrid","Automatic",3.5,78930,75623,5695,"High"
"7 Series",2022,"Europe","White","Electric","Manual",3.7,43477,96705,2614,"Low"
"M5",2013,"Africa","Grey","Diesel","Automatic",1.8,191786,77272,1555,"High"
"X1",2010,"South America","White","Petrol","Manual",4.5,227050,74316,3030,"High"
"X1",2016,"South America","White","Diesel","Automatic",4.2,136013,103018,1562,"High"
"M3",2024,"Africa","Black","Diesel","Manual",3.6,39880,117998,586,"Low"
"7 Series",2021,"North America","Blue","Electric","Automatic",4.7,40026,89354,4618,"High"
"i3",2024,"Europe","Grey","Hybrid","Manual",2.1,3253,95405,1676,"Low"
"X5",2012,"Asia","Grey","Electric","Automatic",3.9,181870,77250,8170,"High"
"3 Series",2014,"Asia","Red","Petrol","Manual",4.9,185347,80986,5349,"High"
"3 Series",2021,"Asia","White","Diesel","Automatic",2.6,54443,105866,2518,"Low"
"3 Series",2014,"Asia","White","Petrol","Manual",1.6,178907,80485,6680,"High"
"5 Series",2024,"Asia","Red","Electric","Automatic",4.1,11830,120835,150,"Low"
"X1",2013,"Middle East","Red","Petrol","Automatic",1.5,189641,58001,2766,"High"
"3 Series",2021,"Africa","Grey","Hybrid","Manual",4.6,82047,121216,1192,"High"
"X1",2022,"Europe","Blue","Diesel","Automatic",1.7,56033,89468,2408,"Low"
"X1",2018,"Africa","Black","Hybrid","Manual",3.8,94205,92758,1374,"High"
"3 Series",2022,"South America","Red","Petrol","Automatic",2.8,48218,128853,1396,"High"
"M3",2021,"Middle East","Black","Diesel","Automatic",2.2,92490,90586,2577,"High"
"i8",2018,"Europe","Silver","Diesel","Manual",4.6,150121,80291,4873,"High"
"X1",2022,"North America","White","Petrol","Manual",4.1,5654,87134,3152,"Low"
"X1",2010,"Asia","White","Hybrid","Automatic",2.7,251273,46474,9579,"High"
"X5",2022,"North America","White","Petrol","Automatic",2.5,61000,79535,552,"Low"
"X6",2022,"Middle East","White","Hybrid","Automatic",4.1,73821,111696,1640,"Low"
"5 Series",2016,"North America","Blue","Hybrid","Automatic",4.4,128708,75979,6413,"High"
"X5",2024,"Africa","Grey","Hybrid","Automatic",4,1000,140250,200,"Low"
"X1",2024,"Middle East","Red","Petrol","Manual",3.7,10442,122173,1087,"Low"
"3 Series",2021,"South America","Black","Diesel","Manual",2.3,34979,135540,597,"Low"
"X5",2018,"South America","Silver","Hybrid","Automatic",4.5,77604,122121,1292,"Low"
"M3",2010,"Africa","White","Electric","Automatic",4.1,230965,64526,1742,"High"
"X5",2024,"North America","Blue","Hybrid","Automatic",3.3,18545,94967,1768,"Low"
"7 Series",2018,"Africa","Blue","Diesel","Automatic",3.3,104869,108771,816,"Low"
"M3",2020,"Africa","Grey","Petrol","Manual",3.5,77662,114509,867,"Low"
"5 Series",2020,"Africa","Blue","Electric","Automatic",4.4,78264,122656,508,"Low"
"7 Series",2016,"Europe","Blue","Diesel","Automatic",4.1,149741,75191,4087,"High"
"M3",2019,"North America","Black","Diesel","Automatic",4.5,105252,81091,4654,"High"
"X1",2022,"South America","Black","Electric","Manual",3.3,40670,139769,735,"Low"
"M5",2013,"North America","Blue","Petrol","Manual",3.7,185786,54119,7309,"High"
"M5",2019,"South America","Blue","Electric","Manual",4.5,99164,116463,1064,"Low"
"5 Series",2023,"Middle East","Blue","Petrol","Manual",2.3,1000,114561,769,"Low"
"i8",2022,"Africa","Grey","Electric","Manual",3.1,42897,117729,1173,"High"
"M3",2024,"Africa","Black","Petrol","Manual",3.7,15071,133298,484,"Low"
"X5",2018,"Asia","Grey","Petrol","Automatic",4.7,76273,111962,6303,"High"
"X3",2019,"South America","Silver","Hybrid","Automatic",1.6,124682,104265,1334,"High"
"X6",2017,"South America","Silver","Hybrid","Automatic",2.2,150278,94909,1260,"Low"
"M5",2021,"South America","Red","Hybrid","Automatic",2.3,66387,124270,675,"Low"
"X6",2022,"Middle East","Silver","Electric","Manual",2.6,82310,92718,2316,"High"
"7 Series",2018,"Africa","Grey","Petrol","Automatic",2.5,129753,91390,760,"Low"
"X5",2022,"Middle East","Black","Petrol","Automatic",3.6,53447,112676,540,"Low"
"i8",2020,"South America","Red","Diesel","Manual",4.6,67515,131853,1423,"High"
"X3",2016,"Asia","White","Hybrid","Automatic",3.7,129789,94536,5118,"High"
"X6",2017,"Asia","White","Hybrid","Automatic",2.3,145936,96082,2682,"Low"
"M5",2020,"North America","White","Petrol","Automatic",4.5,85551,90896,3689,"Low"
"X3",2023,"North America","Red","Hybrid","Manual",3.7,15416,91039,2192,"Low"
"7 Series",2011,"North America","Grey","Diesel","Automatic",2.3,201499,46890,7067,"High"
"i8",2024,"North America","White","Petrol","Manual",2.8,14170,92920,2664,"Low"
"X3",2020,"North America","Silver","Petrol","Manual",4.3,113875,73036,5047,"High"
"M5",2020,"Europe","Silver","Electric","Manual",4.1,95703,84315,4577,"High"
"3 Series",2018,"Asia","Blue","Hybrid","Manual",3.5,109910,99013,3776,"Low"
"7 Series",2024,"Asia","White","Petrol","Manual",2,1000,121028,4596,"Low"
"7 Series",2024,"North America","Blue","Petrol","Manual",4.3,45564,101384,1745,"Low"
"M3",2024,"Africa","Grey","Diesel","Automatic",2.6,22759,128427,296,"Low"
"3 Series",2023,"Africa","Red","Diesel","Manual",4.2,22341,138671,94,"Low"
"i3",2019,"Middle East","Black","Petrol","Manual",3.8,102856,89131,1858,"High"
"X5",2024,"Middle East","Silver","Diesel","Manual",2.4,31418,112350,918,"Low"
"X3",2017,"South America","White","Diesel","Manual",2.2,154662,83210,1765,"High"
"M3",2011,"North America","White","Petrol","Manual",2,201780,50806,6967,"High"
"X6",2021,"Middle East","Blue","Petrol","Manual",2.3,73807,94103,1410,"Low"
"X5",2023,"Africa","Red","Petrol","Automatic",2.1,11744,132216,507,"Low"
"7 Series",2021,"Africa","Grey","Electric","Manual",3.7,102497,106201,868,"Low"
"X1",2014,"South America","Red","Electric","Manual",3.6,168399,90220,3384,"High"
"X1",2019,"Africa","Red","Petrol","Automatic",3.6,80686,115380,461,"Low"
"3 Series",2024,"Africa","Blue","Petrol","Automatic",3.7,1000,140469,416,"Low"
"i8",2014,"South America","Red","Hybrid","Manual",4.4,147752,101233,1860,"High"
"X5",2023,"Middle East","Red","Diesel","Automatic",4.7,33105,116945,914,"Low"
"7 Series",2021,"South America","Red","Petrol","Manual",2.3,76068,97720,1512,"High"
"M5",2016,"North America","Blue","Petrol","Manual",3.6,176956,61315,7094,"High"
"i3",2023,"South America","White","Electric","Automatic",1.8,28905,127537,1088,"Low"
"3 Series",2019,"Middle East","Blue","Hybrid","Manual",1.9,80374,85950,1740,"High"
"M3",2020,"South America","White","Diesel","Manual",3.8,83754,131218,520,"Low"
"5 Series",2018,"Middle East","Black","Diesel","Automatic",3.2,63119,111376,1390,"Low"
"M3",2015,"Europe","Red","Diesel","Automatic",4.2,144852,72465,5239,"High"
"3 Series",2024,"North America","Silver","Electric","Manual",3,18100,84203,5374,"High"
"X3",2017,"Asia","Grey","Hybrid","Manual",1.9,117261,77758,9978,"High"
"M5",2023,"Africa","Grey","Petrol","Automatic",4.6,35372,134027,30,"Low"
"M3",2018,"Africa","Grey","Petrol","Manual",1.8,98962,85861,1683,"High"
